PN_NR;BEZEICHNUNG;MANUELLE_BUCHUNGEN;Aenderung_Release
9328;Mehrwährung Umbuchungen / Stornobuchungen (OSP-Portal);;
9329;;;
9330;zu verwaltende VRZ-Gegenwerte (Soll);;
9331;zu verwaltende VRZ-Gegenwerte (Haben);;
9332;;;
9333;;;
9334;;;
9335;;;
9336;;;
9337;;;
9338;;;
9339;;;
9340;REVERSE Soll;;
9341;REVERSE Haben;;
9342;;;
9343;;;
9344;;;
9345;;;
9346;;;
9347;;;
9348;;;
9349;;;
9350;Rückgabe (Wiedergutschrift bei Lastschriftrückgabe, Wiederbelastung bei Gutschriftrückgabe, Belastung des Zinsausgleiches und der Fremdgebühr (…));;
9351;Gebühr ggü. dem Zahlungspflichtigen  (Rücklastschriftgebühren);;
9352;;;
9353;Entgelt für Lastschriftrückgaben;;
9354;Entgelt für Kundenmitteilungen aus G1-Rückgaben bzw. Abweisen aus der Ausgangsverarbeitung und dem BZV (ZV-PSD-Mitteilungen);;
9355;Aufwendungsersatz aus der Nachdisposition (KK);;
9356;;;
9357;;;
9358;;;
9359;;;
9360;;;
9361;;;
9362;;;
9363;;;
9364;;;
9365;;;
9366;;;
9367;;;
9368;;;
9369;;;
9370;;;
9371;;;
9372;;;
9373;;;
9374;;;
9375;;;
9376;;;
9377;;;
9378;;;
9379;;;
9380;Buchungen aus SCD (SimCorp Dimension);x;
9381;Buchungen aus SCD (SimCorp Dimension);x;
9382;;;
9383;;;
9384;;;
9385;;;
9386;;;
9387;;;
9388;;;
9389;;;
9390;Rechnungsbuch;;aenderung_bezeichnung
9391;Rechnungsbuch - Nachtragsbuchungen;;aenderung_bezeichnung
9392;interner Zahlungsverkehr (ZVBUCH, OSP-Portal, fallabschließende Buchung aus S-Vertrieb);x;
9393;Spezialanwendungen (Zinsabschlagsteuer);;aenderung_bezeichnung
9394;interner Zahlungsverkehr (Umbuchungen, Stornierungen);x;
9395;interner Zahlungsverkehr - Nachtragsbuchungen;x;
9396;OPK-Ausbuchung (beleghaft) - Soll;;
9397;OPK-Ausbuchung (beleghaft) - Haben;;
9398;OPK-Ausbuchung (beleglos) - Soll;;
9399;OPK-Ausbuchung (beleglos) - Haben;;
9400;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9401;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9402;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9403;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9404;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9405;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9406;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9407;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9408;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9409;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9410;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9411;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9412;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9413;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9414;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9415;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9416;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9417;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9418;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9419;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9420;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9421;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9422;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9423;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9424;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9425;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9426;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9427;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9428;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9429;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9430;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9431;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9432;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9433;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9434;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9435;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9436;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9437;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9438;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9439;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9440;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9441;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9442;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9443;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9444;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9445;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9446;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9447;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9448;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9449;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9450;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9451;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9452;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9453;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9454;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9455;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9456;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9457;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9458;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9459;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9460;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9461;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9462;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9463;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9464;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9465;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9466;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9467;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9468;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9469;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9470;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9471;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9472;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9473;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9474;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9475;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9476;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9477;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9478;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9479;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9480;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9481;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9482;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9483;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9484;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9485;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9486;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9487;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9488;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9489;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9490;EZÜ-Erfassung G1 (Erfassung auf Datensammelsystemen);x;
9491;;;
9492;;;
9493;SEPA-ZV-Ausgang derLiquiditätstransfer (Soll);;aenderung_bezeichnung
9494;SEPA-ZV-Ausgang derLiquiditätstransfer (Haben);;aenderung_bezeichnung
9495;alle Umsätze über DIBUS (Ausgleichsbuchungen);;
9496;Datenträgeraustausch mit Service-RZ (Soll);;
9497;Datenträgeraustausch mit Service-RZ (Haben);;
9498;EZÜ-Schriftenleser- und KSB-Offline-Dateien;;
9499;Ausgleichsbuchung EZÜ-Erfassung;;
9500;Depotverkehr Ankauf - Verkauf;;
9501;Depotverkehr Ankauf - Verkauf;;
9502;Depotverkehr Ankauf - Verkauf;;
9503;Depotverkehr Ankauf - Verkauf;;
9504;Depotverkehr Ankauf - Verkauf;;
9505;Depotverkehr Ankauf - Verkauf;;
9506;Depotverkehr Ankauf - Verkauf;;
9507;Depotverkehr Ankauf - Verkauf;;
9508;Depotverkehr Ankauf - Verkauf;;
9509;Depotverkehr Ankauf - Verkauf;;
9510;Depotverkehr Ankauf - Verkauf;;
9511;Depotverkehr Ankauf - Verkauf;;
9512;Depotverkehr Ankauf - Verkauf;;
9513;Depotverkehr Ankauf - Verkauf;;
9514;Depotverkehr Ankauf - Verkauf;;
9515;Depotverkehr Ankauf - Verkauf;;
9516;Depotverkehr Ankauf - Verkauf;;
9517;Depotverkehr Ankauf - Verkauf;;
9518;Depotverkehr Ankauf - Verkauf;;
9519;Depotverkehr Ankauf - Verkauf;;
9520;Depotverkehr Ankauf - Verkauf;;
9521;Depotverkehr Ankauf - Verkauf;;
9522;Depotverkehr Ankauf - Verkauf;;
9523;Depotverkehr Ankauf - Verkauf;;
9524;Depotverkehr Ankauf - Verkauf;;
9525;Depotverkehr Ankauf - Verkauf;;
9526;Depotverkehr Ankauf - Verkauf;;
9527;Depotverkehr Ankauf - Verkauf;;
9528;Depotverkehr Ankauf - Verkauf;;
9529;Depotverkehr Ankauf - Verkauf;;
9530;Depotverkehr Ankauf - Verkauf;;
9531;Depotverkehr Ankauf - Verkauf;;
9532;Depotverkehr Ankauf - Verkauf;;
9533;Depotverkehr Ankauf - Verkauf;;
9534;Depotverkehr Ankauf - Verkauf;;
9535;Depotverkehr Ankauf - Verkauf;;
9536;Depotverkehr Ankauf - Verkauf;;
9537;Depotverkehr Ankauf - Verkauf;;
9538;Depotverkehr Ankauf - Verkauf;;
9539;Depotverkehr Ankauf - Verkauf;;
9540;Depotverkehr Ankauf - Verkauf;;
9541;Depotverkehr Ankauf - Verkauf;;
9542;Depotverkehr Ankauf - Verkauf;;
9543;Depotverkehr Ankauf - Verkauf;;
9544;Depotverkehr Ankauf - Verkauf;;
9545;Depotverkehr Ankauf - Verkauf;;
9546;Depotverkehr Ankauf - Verkauf;;
9547;Depotverkehr Ankauf - Verkauf;;
9548;Depotverkehr Ankauf - Verkauf;;
9549;Depotverkehr Ankauf - Verkauf;;
9550;Depotverkehr Ankauf - Verkauf;;
9551;Depotverkehr Ankauf - Verkauf;;
9552;Depotverkehr Ankauf - Verkauf;;
9553;Depotverkehr Ankauf - Verkauf;;
9554;Depotverkehr Ankauf - Verkauf;;
9555;Depotverkehr Ankauf - Verkauf;;
9556;Depotverkehr Ankauf - Verkauf;;
9557;Depotverkehr Ankauf - Verkauf;;
9558;Depotverkehr Ankauf - Verkauf;;
9559;Depotverkehr Ankauf - Verkauf;;
9560;Depotverkehr Ankauf - Verkauf;;
9561;Depotverkehr Ankauf - Verkauf;;
9562;Depotverkehr Ankauf - Verkauf;;
9563;Depotverkehr Ankauf - Verkauf;;
9564;Depotverkehr Ankauf - Verkauf;;
9565;Depotverkehr Ankauf - Verkauf;;
9566;Depotverkehr Ankauf - Verkauf;;
9567;Depotverkehr Ankauf - Verkauf;;
9568;Depotverkehr Ankauf - Verkauf;;
9569;Depotverkehr Ankauf - Verkauf;;
9570;Depotverkehr Ankauf - Verkauf;;
9571;Depotverkehr Ankauf - Verkauf;;
9572;Depotverkehr Ankauf - Verkauf;;
9573;Depotverkehr Ankauf - Verkauf;;
9574;Depotverkehr Ankauf - Verkauf;;
9575;Depotverkehr Ankauf - Verkauf;;
9576;Depotverkehr Ankauf - Verkauf;;
9577;Depotverkehr Ankauf - Verkauf;;
9578;Depotverkehr Ankauf - Verkauf;;
9579;Depotverkehr Ankauf - Verkauf;;
9580;Depotverkehr Ankauf - Verkauf;;
9581;Depotverkehr Ankauf - Verkauf;;
9582;Depotverkehr Ankauf - Verkauf;;
9583;Depotverkehr Ankauf - Verkauf;;
9584;Depotverkehr Ankauf - Verkauf;;
9585;Depotverkehr Ankauf - Verkauf;;
9586;Depotverkehr Ankauf - Verkauf;;
9587;Depotverkehr Ankauf - Verkauf;;
9588;Depotverkehr Ankauf - Verkauf;;
9589;Depotverkehr Ankauf - Verkauf;;
9590;Depotverkehr Ankauf - Verkauf;;
9591;Depotverkehr Ankauf - Verkauf;;
9592;Depotverkehr Ankauf - Verkauf;;
9593;Depotverkehr Ankauf - Verkauf;;
9594;Depotverkehr Ankauf - Verkauf;;
9595;Depotverkehr Ankauf - Verkauf;;
9596;Depotverkehr Ankauf - Verkauf;;
9597;Depotverkehr Ankauf - Verkauf;;
9598;Depotverkehr Ankauf - Verkauf;;
9599;Depotverkehr Ankauf - Verkauf;;
9600;Depotverkehr Barabfindung;;
9601;Depotverkehr Barabfindung;;
9602;Depotverkehr Barabfindung;;
9603;Depotverkehr Barabfindung;;
9604;Depotverkehr Barabfindung;;
9605;Depotverkehr Barabfindung;;
9606;Depotverkehr Barabfindung;;
9607;Depotverkehr Barabfindung;;
9608;Depotverkehr Barabfindung;;
9609;Depotverkehr Barabfindung;;
9610;Depotverkehr Barabfindung;;
9611;Depotverkehr Barabfindung;;
9612;Depotverkehr Barabfindung;;
9613;Depotverkehr Barabfindung;;
9614;Depotverkehr Barabfindung;;
9615;Depotverkehr Barabfindung;;
9616;Depotverkehr Barabfindung;;
9617;Depotverkehr Barabfindung;;
9618;Depotverkehr Barabfindung;;
9619;Depotverkehr Barabfindung;;
9620;Depotverkehr Barabfindung;;
9621;Depotverkehr Barabfindung;;
9622;Depotverkehr Barabfindung;;
9623;Depotverkehr Barabfindung;;
9624;Depotverkehr Barabfindung;;
9625;Depotverkehr Barabfindung;;
9626;Depotverkehr Barabfindung;;
9627;Depotverkehr Barabfindung;;
9628;Depotverkehr Barabfindung;;
9629;Depotverkehr Barabfindung;;
9630;Depotverkehr Barabfindung;;
9631;Depotverkehr Barabfindung;;
9632;Depotverkehr Barabfindung;;
9633;Depotverkehr Barabfindung;;
9634;Depotverkehr Barabfindung;;
9635;Depotverkehr Barabfindung;;
9636;Depotverkehr Barabfindung;;
9637;Depotverkehr Barabfindung;;
9638;Depotverkehr Barabfindung;;
9639;Depotverkehr Barabfindung;;
9640;Depotverkehr Barabfindung;;
9641;Depotverkehr Barabfindung;;
9642;Depotverkehr Barabfindung;;
9643;Depotverkehr Barabfindung;;
9644;Depotverkehr Barabfindung;;
9645;Depotverkehr Barabfindung;;
9646;Depotverkehr Barabfindung;;
9647;Depotverkehr Barabfindung;;
9648;Depotverkehr Barabfindung;;
9649;Depotverkehr Barabfindung;;
9650;automatische Buchungen Konsortialfremdanteil;;aenderung_bezeichnung
9651;Depotverkehr Barabfindung;;
9652;Depotverkehr Barabfindung;;
9653;Depotverkehr Barabfindung;;
9654;Depotverkehr Barabfindung;;
9655;Depotverkehr Barabfindung;;
9656;Depotverkehr Barabfindung;;
9657;Depotverkehr Barabfindung;;
9658;Depotverkehr Barabfindung;;
9659;Depotverkehr Barabfindung;;
9660;Depotverkehr Barabfindung;;
9661;Depotverkehr Barabfindung;;
9662;Depotverkehr Barabfindung;;
9663;Depotverkehr Barabfindung;;
9664;Depotverkehr Barabfindung;;
9665;Depotverkehr Barabfindung;;
9666;Depotverkehr Barabfindung;;
9667;Depotverkehr Barabfindung;;
9668;Depotverkehr Barabfindung;;
9669;Depotverkehr Barabfindung;;
9670;Depotverkehr Barabfindung;;
9671;Depotverkehr Barabfindung;;
9672;Depotverkehr Barabfindung;;
9673;Depotverkehr Barabfindung;;
9674;Depotverkehr Barabfindung;;
9675;Depotverkehr Barabfindung;;
9676;Depotverkehr Barabfindung;;
9677;Depotverkehr Barabfindung;;
9678;Depotverkehr Barabfindung;;
9679;Depotverkehr Barabfindung;;
9680;Depotverkehr Barabfindung;;
9681;Depotverkehr Barabfindung;;
9682;Depotverkehr Barabfindung;;
9683;Depotverkehr Barabfindung;;
9684;Depotverkehr Barabfindung;;
9685;Depotverkehr Barabfindung;;
9686;Depotverkehr Barabfindung;;
9687;Depotverkehr Barabfindung;;
9688;Depotverkehr Barabfindung;;
9689;Depotverkehr Barabfindung;;
9690;Depotverkehr Barabfindung;;
9691;Depotverkehr Barabfindung;;
9692;Depotverkehr Barabfindung;;
9693;Depotverkehr Barabfindung;;
9694;Depotverkehr Barabfindung;;
9695;Depotverkehr Barabfindung;;
9696;Depotverkehr Barabfindung;;
9697;Depotverkehr Barabfindung;;
9698;Depotverkehr Barabfindung;;
9699;Depotverkehr Barabfindung;;
96TT;Depotverkehr Barabfindung;;entfallen
9700;FW-Buchungen aus SCD, FI, Devisenhandel;;
9701;;;
9702;FW-Buchungen aus IDEAL, BayernLB, Devisenhandel;;
9703;;;
9704;FW-Buchungen aus FrontArena, Eigenanwendung Sparkasse, Devisenhandel;;
9705;;;
9706;FW-Buchungen aus X-Map, Eigenanwendung Sparkasse, Devisenhandel;;
9707;;;
9708;FW-Buchungen aus FX-Pro, Eigenanwendung Sparkasse, Devisenhandel;;
9709;FW-Buchungen aus FX-ProKMM, Eigenanwendung Sparkasse, Money Market;;
9710;FW-Buchungen aus Murex, Eigenanwendung Sparkasse, Devisenhandel;;
9711;;;
9712;FW-Buchungen aus Dwp, externer Dienstleister, Wertpapier;;
9713;;;
9714;;;
9715;;;
9716;FW-Buchungen aus BOS, LBBW, Wertpapier;;
9717;FW-Buchungen aus DOK, BayernLB, Dokumentengeschäft;;
9718;FW-Buchungen aus AIB++, FI, Dokumentengeschäft;;
9719;;;
9720;FW-Buchungen aus Doka5, Eigenanwendung Sparkasse, Dokumentengeschäft;;
9721;;;
9722;FW-Buchungen aus DOCSYS, Eigenanwendung Sparkasse, Dokumentengeschäft;;
9723;;;
9724;FW-Buchungen aus Robot, Eigenanwendung Sparkasse Dokumentengeschäft;;
9725;;;
9726;FW-Buchungen aus Asys, HELABA, Auslandzahlungsverkehr;;
